,Date,Institution Name (RSSD ID),Location,Rank,Total Assets
1115,12/31/2013,ZIONS BANCORPORATION (1027004),"SALT LAKE CITY, UT",39,56031127
1116,12/31/2013,CIT GROUP INC. (1036967),"LIVINGSTON, NJ",40,47138960
1117,12/31/2013,"NEW YORK COMMUNITY BANCORP, INC. (2132932)","WESTBURY, NY",41,46688287
1118,12/31/2013,E*TRADE FINANCIAL CORPORATION (3412583),"NEW YORK, NY",42,46279856
1119,12/31/2013,"UTRECHT-AMERICA HOLDINGS, INC. (2307280)","NEW YORK, NY",43,46112745
1120,12/31/2013,"HUDSON CITY BANCORP, INC. (2367556)","PARAMUS, NJ",44,38607354
1121,12/31/2013,"FIRST NIAGARA FINANCIAL GROUP, INC. (2648693)","BUFFALO, NY",45,37643867
1122,12/31/2013,"POPULAR, INC. (1129382)","SAN JUAN, PR",46,35749000
1123,12/31/2013,"PEOPLE'S UNITED FINANCIAL, INC. (3650152)","BRIDGEPORT, CT",47,33204410
1124,12/31/2013,NATIONWIDE MUTUAL INSURANCE COMPANY (3828072),"COLUMBUS, OH",48,32675758
1125,12/31/2013,MUTUAL OF OMAHA INSURANCE COMPANY (1583836),"OMAHA, NE",49,32233999
1126,12/31/2013,JOHN DEERE CAPITAL CORPORATION (3843075),"RENO, NV",50,31676590
1127,12/31/2013,CITY NATIONAL CORPORATION (1027518),"LOS ANGELES, CA",51,29717951
1128,12/31/2013,BOK FINANCIAL CORPORATION (1883693),"TULSA, OK",52,27021529
1129,12/31/2013,SVB FINANCIAL GROUP (1031449),"SANTA CLARA, CA",53,26417306
1130,12/31/2013,SYNOVUS FINANCIAL CORP. (1078846),"COLUMBUS, GA",54,26201604
1131,12/31/2013,"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO",55,25617367
1132,12/31/2013,"EAST WEST BANCORP, INC. (2734233)","PASADENA, CA",56,24730609
1133,12/31/2013,"CULLEN/FROST BANKERS, INC. (1102367)","SAN ANTONIO, TX",57,24388272
1134,12/31/2013,ASSOCIATED BANC-CORP (1199563),"GREEN BAY, WI",58,24226920
1135,12/31/2013,FIRSTMERIT CORPORATION (1070804),"AKRON, OH",59,23912451
1136,12/31/2013,FIRST HORIZON NATIONAL CORPORATION (1094640),"MEMPHIS, TN",60,23791187
1137,12/31/2013,IMB HOLDCO LLC (3923614),"PASADENA, CA",61,23498336
1138,12/31/2013,"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO",62,23081892
1139,12/31/2013,"MACY'S, INC. (4103310)","CINCINNATI, OH",63,22445600
1140,12/31/2013,"RAYMOND JAMES FINANCIAL, INC. (3815157)","SAINT PETERSBURG, FL",64,21924495
1141,12/31/2013,"FIRST CITIZENS BANCSHARES, INC. (1075612)","RALEIGH, NC",65,21199091
1142,12/31/2013,WEBSTER FINANCIAL CORPORATION (1145476),"WATERBURY, CT",66,20856659
1143,12/31/2013,BARCLAYS DELAWARE HOLDINGS LLC (2938451),"WILMINGTON, DE",67,19056120
1144,12/31/2013,HANCOCK HOLDING COMPANY (1086533),"GULFPORT, MS",68,19025806
1145,12/31/2013,"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX",69,18651693
1146,12/31/2013,"SUSQUEHANNA BANCSHARES, INC. (1117156)","LITITZ, PA",70,18473488
1147,12/31/2013,TCF FINANCIAL CORPORATION (2389941),"WAYZATA, MN",71,18402494
1148,12/31/2013,WINTRUST FINANCIAL CORPORATION (2260406),"ROSEMONT, IL",72,18097783
1149,12/31/2013,EVERBANK FINANCIAL CORP (3838857),"JACKSONVILLE, FL",73,17640984
1150,12/31/2013,UMB FINANCIAL CORPORATION (1049828),"KANSAS CITY, MO",74,16911852
1151,12/31/2013,FULTON FINANCIAL CORPORATION (1117129),"LANCASTER, PA",75,16908633
1152,12/31/2013,"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE",76,16271487
1153,12/31/2013,VALLEY NATIONAL BANCORP (1048773),"WAYNE, NJ",77,16156541
1154,12/31/2013,ASTORIA FINANCIAL CORPORATION (2504128),"LAKE SUCCESS, NY",78,15793722
1155,12/31/2013,"FRANKLIN RESOURCES, INC. (1246216)","SAN MATEO, CA",79,15793167
1156,12/31/2013,"INVESTORS BANCORP, MHC (2477754)","SHORT HILLS, NJ",80,15605073
1157,12/31/2013,"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL",81,15046649
1158,12/31/2013,"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA",82,14404373
1159,12/31/2013,BANK OF HAWAII CORPORATION (1025309),"HONOLULU, HI",83,14127598
1160,12/31/2013,"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR",84,14113477
1161,12/31/2013,"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL",85,14085746
1162,12/31/2013,F.N.B. CORPORATION (3005332),"HERMITAGE, PA",86,13563405
1163,12/31/2013,MODERN WOODMEN OF AMERICA (3057395),"ROCK ISLAND, IL",87,13398445
1164,12/31/2013,FIRSTBANK HOLDING COMPANY (1060627),"LAKEWOOD, CO",88,13384848
1165,12/31/2013,IBERIABANK CORPORATION (2291914),"LAFAYETTE, LA",89,13365550
1166,12/31/2013,"BANCORPSOUTH, INC. (1097614)","TUPELO, MS",90,13045442
1167,12/31/2013,FIRST BANCORP (2744894),"SAN JUAN, PR",91,12656925
1168,12/31/2013,INTERNATIONAL BANCSHARES CORPORATION (1104231),"LAREDO, TX",92,12079477
1169,12/31/2013,TRUSTMARK CORPORATION (1079562),"JACKSON, MS",93,11790383
1170,12/31/2013,"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX",94,11714698
1171,12/31/2013,"APPLE FINANCIAL HOLDINGS, INC. (3446412)","NEW YORK, NY",95,11647170
1172,12/31/2013,UMPQUA HOLDINGS CORPORATION (2747644),"PORTLAND, OR",96,11641151
1173,12/31/2013,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH",97,11381407
1174,12/31/2013,CATHAY GENERAL BANCORP (1843080),"LOS ANGELES, CA",98,10989286
1175,12/31/2013,"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI",99,10340044
1176,12/31/2013,STERLING FINANCIAL CORPORATION (3152245),"SPOKANE, WA",100,10327642
1177,12/31/2013,COUNTRY LIFE INSURANCE COMPANY (3825204),"BLOOMINGTON, IL",101,10262625
1178,9/30/2013,JPMORGAN CHASE & CO. (1039502),"NEW YORK, NY",1,2463309000
1179,9/30/2013,BANK OF AMERICA CORPORATION (1073757),"CHARLOTTE, NC",2,2128706000
1180,9/30/2013,CITIGROUP INC. (1951350),"NEW YORK, NY",3,1899511000
1181,9/30/2013,WELLS FARGO & COMPANY (1120754),"SAN FRANCISCO, CA",4,1488055000
1182,9/30/2013,"GOLDMAN SACHS GROUP, INC., THE (2380443)","NEW YORK, NY",5,923359000
1183,9/30/2013,MORGAN STANLEY (2162966),"NEW YORK, NY",6,832223000
1184,9/30/2013,"AMERICAN INTERNATIONAL GROUP, INC. (1562176)","NEW YORK, NY",7,540744000
1185,9/30/2013,GENERAL ELECTRIC CAPITAL CORPORATION (1631915),"NORWALK, CT",8,528643825
1186,9/30/2013,"BANK OF NEW YORK MELLON CORPORATION, THE (3587146)","NEW YORK, NY",9,371957000
1187,9/30/2013,U.S. BANCORP (1119794),"MINNEAPOLIS, MN",10,360681000
1188,9/30/2013,HSBC NORTH AMERICA HOLDINGS INC. (3232316),"NEW YORK, NY",11,309312154
1189,9/30/2013,"PNC FINANCIAL SERVICES GROUP, INC., THE (1069778)","PITTSBURGH, PA",12,308912603
1190,9/30/2013,CAPITAL ONE FINANCIAL CORPORATION (2277860),"MCLEAN, VA",13,290217687
1191,9/30/2013,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA (1607170),"NEW YORK, NY",14,247467518
1192,9/30/2013,TD BANK US HOLDING COMPANY (1249196),"PORTLAND, ME",15,231673130
1193,9/30/2013,STATE STREET CORPORATION (1111435),"BOSTON, MA",16,216751956
1194,9/30/2013,"PRINCIPAL FINANCIAL GROUP, INC. (3853449)","DES MOINES, IA",17,201687384
1195,9/30/2013,BB&T CORPORATION (1074156),"WINSTON SALEM, NC",18,181050008
1196,9/30/2013,"SUNTRUST BANKS, INC. (1131787)","ATLANTA, GA",19,172033106
1197,9/30/2013,ALLY FINANCIAL INC. (1562859),"DETROIT, MI",20,150556000
1198,9/30/2013,AMERICAN EXPRESS COMPANY (1275216),"NEW YORK, NY",21,150152000
1199,9/30/2013,"CHARLES SCHWAB CORPORATION, THE (1026632)","SAN FRANCISCO, CA",22,140211000
1200,9/30/2013,FIFTH THIRD BANCORP (1070345),"CINCINNATI, OH",23,124939419
1201,9/30/2013,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY (3840207),"BLOOMINGTON, IL",24,124091801
1202,9/30/2013,UNITED SERVICES AUTOMOBILE ASSOCIATION (1447376),"SAN ANTONIO, TX",25,121758503
1203,9/30/2013,"RBS CITIZENS FINANCIAL GROUP, INC. (1132449)","PROVIDENCE, RI",26,120738247
1204,9/30/2013,REGIONS FINANCIAL CORPORATION (3242838),"BIRMINGHAM, AL",27,116937255
1205,9/30/2013,BMO FINANCIAL CORP. (1245415),"WILMINGTON, DE",28,113051766
1206,9/30/2013,UNIONBANCAL CORPORATION (1378434),"SAN FRANCISCO, CA",29,105492129
1207,9/30/2013,NORTHERN TRUST CORPORATION (1199611),"CHICAGO, IL",30,95969501
1208,9/30/2013,KEYCORP (1068025),"CLEVELAND, OH",31,91016413
1209,9/30/2013,M&T BANK CORPORATION (1037003),"BUFFALO, NY",32,84427485
1210,9/30/2013,BANCWEST CORPORATION (1025608),"HONOLULU, HI",33,81729444
1211,9/30/2013,"SANTANDER HOLDINGS USA, INC. (3981856)","BOSTON, MA",34,77070780
1212,9/30/2013,DISCOVER FINANCIAL SERVICES (3846375),"RIVERWOODS, IL",35,75544201
1213,9/30/2013,THRIVENT FINANCIAL FOR LUTHERANS (3173736),"MINNEAPOLIS, MN",36,70540953
1214,9/30/2013,"BBVA COMPASS BANCSHARES, INC. (1078529)","HOUSTON, TX",37,70087078
1215,9/30/2013,DEUTSCHE BANK TRUST CORPORATION (1032473),"NEW YORK, NY",38,66067000
1216,9/30/2013,COMERICA INCORPORATED (1199844),"DALLAS, TX",39,64723310
1217,9/30/2013,HUNTINGTON BANCSHARES INCORPORATED (1068191),"COLUMBUS, OH",40,56648251
1218,9/30/2013,ZIONS BANCORPORATION (1027004),"SALT LAKE CITY, UT",41,55188312
1219,9/30/2013,"UTRECHT-AMERICA HOLDINGS, INC. (2307280)","NEW YORK, NY",42,52259755
1220,9/30/2013,CIT GROUP INC. (1036967),"LIVINGSTON, NJ",43,46223981
1221,9/30/2013,"NEW YORK COMMUNITY BANCORP, INC. (2132932)","WESTBURY, NY",44,45764133
1222,9/30/2013,E*TRADE FINANCIAL CORPORATION (3412583),"NEW YORK, NY",45,45547479
1223,9/30/2013,"HUDSON CITY BANCORP, INC. (2367556)","PARAMUS, NJ",46,39186560
1224,9/30/2013,"FIRST NIAGARA FINANCIAL GROUP, INC. (2648693)","BUFFALO, NY",47,37380836
1225,9/30/2013,"POPULAR, INC. (1129382)","SAN JUAN, PR",48,36052000
1226,9/30/2013,NATIONWIDE MUTUAL INSURANCE COMPANY (3828072),"COLUMBUS, OH",49,32483356
1227,9/30/2013,MUTUAL OF OMAHA INSURANCE COMPANY (1583836),"OMAHA, NE",50,32117623
1228,9/30/2013,JOHN DEERE CAPITAL CORPORATION (3843075),"RENO, NV",51,31546545
1229,9/30/2013,"PEOPLE'S UNITED FINANCIAL, INC. (3650152)","BRIDGEPORT, CT",52,31497138
1230,9/30/2013,CITY NATIONAL CORPORATION (1027518),"LOS ANGELES, CA",53,29059404
1231,9/30/2013,BOK FINANCIAL CORPORATION (1883693),"TULSA, OK",54,27174025
1232,9/30/2013,SYNOVUS FINANCIAL CORP. (1078846),"COLUMBUS, GA",55,26218360
1233,9/30/2013,"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO",56,24752027
1234,9/30/2013,"EAST WEST BANCORP, INC. (2734233)","PASADENA, CA",57,24493454
1235,9/30/2013,IMB HOLDCO LLC (3923614),"PASADENA, CA",58,24269655
1236,9/30/2013,FIRST HORIZON NATIONAL CORPORATION (1094640),"MEMPHIS, TN",59,24194150
1237,9/30/2013,FIRSTMERIT CORPORATION (1070804),"AKRON, OH",60,24140030
1238,9/30/2013,SVB FINANCIAL GROUP (1031449),"SANTA CLARA, CA",61,23757075
1239,9/30/2013,ASSOCIATED BANC-CORP (1199563),"GREEN BAY, WI",62,23688675
1240,9/30/2013,"CULLEN/FROST BANKERS, INC. (1102367)","SAN ANTONIO, TX",63,23566006
1241,9/30/2013,"RAYMOND JAMES FINANCIAL, INC. (3815157)","SAINT PETERSBURG, FL",64,23186120
1242,9/30/2013,"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO",65,22462282
1243,9/30/2013,"FIRST CITIZENS BANCSHARES, INC. (1075612)","RALEIGH, NC",66,21511352
1244,9/30/2013,BARCLAYS DELAWARE HOLDINGS LLC (2938451),"WILMINGTON, DE",67,21025405
1245,9/30/2013,WEBSTER FINANCIAL CORPORATION (1145476),"WATERBURY, CT",68,20614348
1246,9/30/2013,"MACY'S, INC. (4103310)","CINCINNATI, OH",69,20430578
1247,9/30/2013,HANCOCK HOLDING COMPANY (1086533),"GULFPORT, MS",70,18820201
1248,9/30/2013,AMERITAS MUTUAL HOLDING COMPANY (3910641),"LINCOLN, NE",71,18787220
1249,9/30/2013,"SUSQUEHANNA BANCSHARES, INC. (1117156)","LITITZ, PA",72,18481150
1250,9/30/2013,TCF FINANCIAL CORPORATION (2389941),"WAYZATA, MN",73,18417601
1251,9/30/2013,WINTRUST FINANCIAL CORPORATION (2260406),"ROSEMONT, IL",74,17682548
1252,9/30/2013,EVERBANK FINANCIAL CORP (3838857),"JACKSONVILLE, FL",75,17612089
1253,9/30/2013,FULTON FINANCIAL CORPORATION (1117129),"LANCASTER, PA",76,17023087
1254,9/30/2013,UMB FINANCIAL CORPORATION (1049828),"KANSAS CITY, MO",77,16184233
1255,9/30/2013,"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX",78,16060463
1256,9/30/2013,ASTORIA FINANCIAL CORPORATION (2504128),"LAKE SUCCESS, NY",79,16022089
1257,9/30/2013,"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE",80,15977890
1258,9/30/2013,VALLEY NATIONAL BANCORP (1048773),"WAYNE, NJ",81,15976943
1259,9/30/2013,"FRANKLIN RESOURCES, INC. (1246216)","SAN MATEO, CA",82,15280194
1260,9/30/2013,"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL",83,14308014
1261,9/30/2013,"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR",84,13986055
1262,9/30/2013,BANK OF HAWAII CORPORATION (1025309),"HONOLULU, HI",85,13916694
1263,9/30/2013,"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL",86,13869140
1264,9/30/2013,"INVESTORS BANCORP, MHC (2477754)","SHORT HILLS, NJ",87,13751425
1265,9/30/2013,FIRSTBANK HOLDING COMPANY (1060627),"LAKEWOOD, CO",88,13169177
1266,9/30/2013,IBERIABANK CORPORATION (2291914),"LAFAYETTE, LA",89,13145077
1267,9/30/2013,MODERN WOODMEN OF AMERICA (3057395),"ROCK ISLAND, IL",90,13130667
1268,9/30/2013,"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA",91,13082859
1269,9/30/2013,"BANCORPSOUTH, INC. (1097614)","TUPELO, MS",92,12930641
1270,9/30/2013,F.N.B. CORPORATION (3005332),"HERMITAGE, PA",93,12790279
1271,9/30/2013,FIRST BANCORP (2744894),"SAN JUAN, PR",94,12787450
1272,9/30/2013,INTERNATIONAL BANCSHARES CORPORATION (1104231),"LAREDO, TX",95,12076658
1273,9/30/2013,"APPLE FINANCIAL HOLDINGS, INC. (3446412)","NEW YORK, NY",96,11888008
1274,9/30/2013,"FLAGSTAR BANCORP, INC. (3852022)","TROY, MI",97,11807815
1275,9/30/2013,TRUSTMARK CORPORATION (1079562),"JACKSON, MS",98,11805197
1276,9/30/2013,UMPQUA HOLDINGS CORPORATION (2747644),"PORTLAND, OR",99,11573058
1277,9/30/2013,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH",100,11269306
1278,9/30/2013,CATHAY GENERAL BANCORP (1843080),"LOS ANGELES, CA",101,10821446
1279,9/30/2013,"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX",102,10797757
1280,9/30/2013,"CENTRAL BANCOMPANY, INC (1094314)","JEFFERSON CITY, MO",103,10443416
1281,9/30/2013,"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI",104,10429012
1282,9/30/2013,COUNTRY LIFE INSURANCE COMPANY (3825204),"BLOOMINGTON, IL",105,10047710
1283,9/30/2013,STERLING FINANCIAL CORPORATION (3152245),"SPOKANE, WA",106,10012700
1284,6/30/2013,JPMORGAN CHASE & CO. (1039502),"NEW YORK, NY",1,2439494000
1285,6/30/2013,BANK OF AMERICA CORPORATION (1073757),"CHARLOTTE, NC",2,2125686000
1286,6/30/2013,CITIGROUP INC. (1951350),"NEW YORK, NY",3,1883988000
1287,6/30/2013,WELLS FARGO & COMPANY (1120754),"SAN FRANCISCO, CA",4,1440563000
1288,6/30/2013,"GOLDMAN SACHS GROUP, INC., THE (2380443)","NEW YORK, NY",5,938611000
1289,6/30/2013,MORGAN STANLEY (2162966),"NEW YORK, NY",6,802691000
1290,6/30/2013,"AMERICAN INTERNATIONAL GROUP, INC. (1562176)","NEW YORK, NY",7,537438000
1291,6/30/2013,GENERAL ELECTRIC CAPITAL CORPORATION (1631915),"NORWALK, CT",8,529030139
1292,6/30/2013,"BANK OF NEW YORK MELLON CORPORATION, THE (3587146)","NEW YORK, NY",9,360514000
1293,6/30/2013,U.S. BANCORP (1119794),"MINNEAPOLIS, MN",10,353415000
1294,6/30/2013,HSBC NORTH AMERICA HOLDINGS INC. (3232316),"NEW YORK, NY",11,319108739
1295,6/30/2013,"PNC FINANCIAL SERVICES GROUP, INC., THE (1069778)","PITTSBURGH, PA",12,304547667
1296,6/30/2013,CAPITAL ONE FINANCIAL CORPORATION (2277860),"MCLEAN, VA",13,296670314
1297,6/30/2013,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA (1607170),"NEW YORK, NY",14,243168123
1298,6/30/2013,TD BANK US HOLDING COMPANY (1249196),"PORTLAND, ME",15,228945721
1299,6/30/2013,STATE STREET CORPORATION (1111435),"BOSTON, MA",16,226985363
1300,6/30/2013,"PRINCIPAL FINANCIAL GROUP, INC. (3853449)","DES MOINES, IA",17,196512705
1301,6/30/2013,BB&T CORPORATION (1074156),"WINSTON SALEM, NC",18,182735153
1302,6/30/2013,NATIONWIDE MUTUAL INSURANCE COMPANY (3828072),"COLUMBUS, OH",19,172019212
1303,6/30/2013,"SUNTRUST BANKS, INC. (1131787)","ATLANTA, GA",20,171609928
1304,6/30/2013,AMERICAN EXPRESS COMPANY (1275216),"NEW YORK, NY",21,151980000
1305,6/30/2013,ALLY FINANCIAL INC. (1562859),"DETROIT, MI",22,150627000
1306,6/30/2013,"CHARLES SCHWAB CORPORATION, THE (1026632)","SAN FRANCISCO, CA",23,135907000
1307,6/30/2013,FIFTH THIRD BANCORP (1070345),"CINCINNATI, OH",24,122642935
1308,6/30/2013,UNITED SERVICES AUTOMOBILE ASSOCIATION (1447376),"SAN ANTONIO, TX",25,120296114
1309,6/30/2013,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY (3840207),"BLOOMINGTON, IL",26,119778457
1310,6/30/2013,REGIONS FINANCIAL CORPORATION (3242838),"BIRMINGHAM, AL",27,118782563
1311,6/30/2013,"RBS CITIZENS FINANCIAL GROUP, INC. (1132449)","PROVIDENCE, RI",28,118137679
1312,6/30/2013,BMO FINANCIAL CORP. (1245415),"WILMINGTON, DE",29,112349784
1313,6/30/2013,UNIONBANCAL CORPORATION (1378434),"SAN FRANCISCO, CA",30,102261564
1314,6/30/2013,NORTHERN TRUST CORPORATION (1199611),"CHICAGO, IL",31,97236008
1315,6/30/2013,KEYCORP (1068025),"CLEVELAND, OH",32,90858779
1316,6/30/2013,M&T BANK CORPORATION (1037003),"BUFFALO, NY",33,83229005
1317,6/30/2013,BANCWEST CORPORATION (1025608),"HONOLULU, HI",34,80069917
1318,6/30/2013,"SANTANDER HOLDINGS USA, INC. (3981856)","BOSTON, MA",35,79218184
1319,6/30/2013,THRIVENT FINANCIAL FOR LUTHERANS (3173736),"MINNEAPOLIS, MN",36,78901854
1320,6/30/2013,DISCOVER FINANCIAL SERVICES (3846375),"RIVERWOODS, IL",37,74944466
1321,6/30/2013,DEUTSCHE BANK TRUST CORPORATION (1032473),"NEW YORK, NY",38,71992000
1322,6/30/2013,"BBVA COMPASS BANCSHARES, INC. (1078529)","HOUSTON, TX",39,69674976
1323,6/30/2013,COMERICA INCORPORATED (1199844),"DALLAS, TX",40,63013097
1324,6/30/2013,HUNTINGTON BANCSHARES INCORPORATED (1068191),"COLUMBUS, OH",41,56113687
1325,6/30/2013,ZIONS BANCORPORATION (1027004),"SALT LAKE CITY, UT",42,54904540
1326,6/30/2013,"UTRECHT-AMERICA HOLDINGS, INC. (2307280)","NEW YORK, NY",43,48612915
1327,6/30/2013,E*TRADE FINANCIAL CORPORATION (3412583),"NEW YORK, NY",44,45006525
1328,6/30/2013,CIT GROUP INC. (1036967),"LIVINGSTON, NJ",45,44631022
1329,6/30/2013,"NEW YORK COMMUNITY BANCORP, INC. (2132932)","WESTBURY, NY",46,44185838
1330,6/30/2013,"HUDSON CITY BANCORP, INC. (2367556)","PARAMUS, NJ",47,39696453
1331,6/30/2013,"FIRST NIAGARA FINANCIAL GROUP, INC. (2648693)","BUFFALO, NY",48,37171775
1332,6/30/2013,"POPULAR, INC. (1129382)","SAN JUAN, PR",49,36685000
1333,6/30/2013,MUTUAL OF OMAHA INSURANCE COMPANY (1583836),"OMAHA, NE",50,31386118
1334,6/30/2013,"PEOPLE'S UNITED FINANCIAL, INC. (3650152)","BRIDGEPORT, CT",51,31317391
1335,6/30/2013,JOHN DEERE CAPITAL CORPORATION (3843075),"RENO, NV",52,30737599
1336,6/30/2013,BOK FINANCIAL CORPORATION (1883693),"TULSA, OK",53,27806179
1337,6/30/2013,CITY NATIONAL CORPORATION (1027518),"LOS ANGELES, CA",54,27379501
1338,6/30/2013,SYNOVUS FINANCIAL CORP. (1078846),"COLUMBUS, GA",55,26563174
1339,6/30/2013,IMB HOLDCO LLC (3923614),"PASADENA, CA",56,25468760
1340,6/30/2013,FIRST HORIZON NATIONAL CORPORATION (1094640),"MEMPHIS, TN",57,25134331
1341,6/30/2013,"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO",58,24571720
1342,6/30/2013,ASSOCIATED BANC-CORP (1199563),"GREEN BAY, WI",59,23616944
1343,6/30/2013,FIRSTMERIT CORPORATION (1070804),"AKRON, OH",60,23534261
1344,6/30/2013,"EAST WEST BANCORP, INC. (2734233)","PASADENA, CA",61,23314135
1345,6/30/2013,"CULLEN/FROST BANKERS, INC. (1102367)","SAN ANTONIO, TX",62,22596340
1346,6/30/2013,"RAYMOND JAMES FINANCIAL, INC. (3815157)","SAINT PETERSBURG, FL",63,22214191
1347,6/30/2013,SVB FINANCIAL GROUP (1031449),"SANTA CLARA, CA",64,22165054
1348,6/30/2013,"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO",65,21921322
1349,6/30/2013,"FIRST CITIZENS BANCSHARES, INC. (1075612)","RALEIGH, NC",66,21308822
1350,6/30/2013,"MACY'S, INC. (4103310)","CINCINNATI, OH",67,21039759
1351,6/30/2013,WEBSTER FINANCIAL CORPORATION (1145476),"WATERBURY, CT",68,20334463
1352,6/30/2013,BARCLAYS DELAWARE HOLDINGS LLC (2938451),"WILMINGTON, DE",69,20307832
1353,6/30/2013,HANCOCK HOLDING COMPANY (1086533),"GULFPORT, MS",70,18954524
1354,6/30/2013,AMERITAS MUTUAL HOLDING COMPANY (3910641),"LINCOLN, NE",71,18554575
1355,6/30/2013,TCF FINANCIAL CORPORATION (2389941),"WAYZATA, MN",72,18432662
1356,6/30/2013,EVERBANK FINANCIAL CORP (3838857),"JACKSONVILLE, FL",73,18362872
1357,6/30/2013,"SUSQUEHANNA BANCSHARES, INC. (1117156)","LITITZ, PA",74,18083039
1358,6/30/2013,WINTRUST FINANCIAL CORPORATION (2260406),"ROSEMONT, IL",75,17613546
1359,6/30/2013,FULTON FINANCIAL CORPORATION (1117129),"LANCASTER, PA",76,17001720
1360,6/30/2013,"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX",77,16275854
1361,6/30/2013,ASTORIA FINANCIAL CORPORATION (2504128),"LAKE SUCCESS, NY",78,16101065
1362,6/30/2013,VALLEY NATIONAL BANCORP (1048773),"WAYNE, NJ",79,15977202
1363,6/30/2013,"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE",80,15466494
1364,6/30/2013,UMB FINANCIAL CORPORATION (1049828),"KANSAS CITY, MO",81,15253217
1365,6/30/2013,"FRANKLIN RESOURCES, INC. (1246216)","SAN MATEO, CA",82,15214337
1366,6/30/2013,"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR",83,14160917
1367,6/30/2013,BANK OF HAWAII CORPORATION (1025309),"HONOLULU, HI",84,13787068
1368,6/30/2013,"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL",85,13476493
1369,6/30/2013,"INVESTORS BANCORP, MHC (2477754)","SHORT HILLS, NJ",86,13314260
1370,6/30/2013,"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL",87,13233425
1371,6/30/2013,"BANCORPSOUTH, INC. (1097614)","TUPELO, MS",88,13220451
1372,6/30/2013,FIRSTBANK HOLDING COMPANY (1060627),"LAKEWOOD, CO",89,13022264
1373,6/30/2013,"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA",90,13012483
1374,6/30/2013,MODERN WOODMEN OF AMERICA (3057395),"ROCK ISLAND, IL",91,12950314
1375,6/30/2013,IBERIABANK CORPORATION (2291914),"LAFAYETTE, LA",92,12823503
1376,6/30/2013,FIRST BANCORP (2744894),"SAN JUAN, PR",93,12803169
1377,6/30/2013,"FLAGSTAR BANCORP, INC. (3852022)","TROY, MI",94,12735017
1378,6/30/2013,F.N.B. CORPORATION (3005332),"HERMITAGE, PA",95,12573391
1379,6/30/2013,"APPLE FINANCIAL HOLDINGS, INC. (3446412)","NEW YORK, NY",96,11991050
1380,6/30/2013,TRUSTMARK CORPORATION (1079562),"JACKSON, MS",97,11863312
1381,6/30/2013,INTERNATIONAL BANCSHARES CORPORATION (1104231),"LAREDO, TX",98,11596913
1382,6/30/2013,UMPQUA HOLDINGS CORPORATION (2747644),"PORTLAND, OR",99,11396288
1383,6/30/2013,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH",100,11136501
1384,6/30/2013,"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX",101,10978295
1385,6/30/2013,CATHAY GENERAL BANCORP (1843080),"LOS ANGELES, CA",102,10603235
1386,6/30/2013,"CENTRAL BANCOMPANY, INC (1094314)","JEFFERSON CITY, MO",103,10481397
